,CT002_ses1,CT003_ses1,CT004_ses1,CT005_ses1,CT007_ses1,CT008_ses1,CT010_ses1,CT012_ses1,CT013_ses1,CT015_ses1,CT016_ses1,CT017_ses1,CT018_ses1,CT020_ses1,CT021_ses1,CT023_ses1,CT024_ses1,CT025_ses1,CT026_ses1,CT027_ses1,CT028_ses1,CT029_ses1,CT030_ses1,CT032_ses1,CT033_ses1,CT034_ses1,CT035_ses1,CT039_ses1,CT041_ses1,CT042_ses1,CT043_ses1,CT046_ses1,CT051_ses1,CT056_ses1,CT057_ses1,CT062_ses1,CT065_ses1,NT002_ses1,NT003_ses1,NT005_ses1,NT006_ses1,NT007_ses1,NT010_ses1,NT013_ses1,NT015_ses1,NT016_ses1,NT017_ses1,NT019_ses1,NT020_ses1,NT025_ses1,NT026_ses1,NT027_ses1,NT028_ses1,NT029_ses1,NT030_ses1,NT031_ses1,NT032_ses1,NT033_ses1,NT035_ses1,NT036_ses1,NT038_ses1,NT039_ses1,NT040_ses1,NT041_ses1,NT042_ses1,NT043_ses1,NT044_ses1,NT047_ses1,NT048_ses1,NT049_ses1,NT051_ses1,NT052_ses1,NT053_ses1,NT055_ses1,NT056_ses1,NT057_ses1,NT059_ses1,NT060_ses1,NT063_ses1,NT065_ses1,NT066_ses1,NT067_ses1,NT068_ses1,NT069_ses1,NT074_ses1,NT075_ses1,NT078_ses1,NT080_ses1,NT081_ses1,NT082_ses1,NT087_ses1,NT088_ses1,NT090_ses1,NT093_ses1,NT096_ses1,NT100_ses1,NT106_ses1,NT112_ses1,NT113_ses1,NT114_ses1,NT118_ses1,NT119_ses1,NT121_ses1,NT124_ses1,NT125_ses1,NT126_ses1,NT131_ses1,NT132_ses1,NT134_ses1,NT135_ses1,NT137_ses1,NT138_ses1,NT142_ses1
NT029_ses1,2.7622519408706556,2.3621065113796336,1.7262486836289685,2.269617115039553,2.1318595373099165,1.9607363113510559,2.0332851619703614,1.492814229638772,1.7619102919817249,3.2861248239771905,1.9105511170944443,2.228394456912205,1.8620781414073004,1.8370922287717872,2.0212543465618267,2.887032734496112,1.991091569116726,2.339194462530832,2.0287707394299233,2.378858431354567,2.0960330668542113,1.9766283418652693,2.667013958930223,2.311415862353022,2.1198023113600657,1.772254789784032,1.8799463798644565,2.2167182499601448,2.1057169015531105,2.3963336769342005,2.088962240671658,2.3938157452081787,2.1642728229288672,2.0659215416125734,1.9069881975342766,2.7060707276191587,2.453279503314204,3.152986225862591,2.0203002870147504,2.269617115039553,1.8510685398109001,2.315877549473552,2.2338923484599453,2.7972506796166137,2.3958190290672623,1.9105511170944443,2.8016203607976022,1.984955958546954,2.6547949805650934,2.2023433734186555,2.2994676961559324,2.195139458136848,1.861589750799501,0.0,2.136866463665661,2.4346972096590624,2.7522941065195217,2.8356072072017864,1.8799463798644536,2.209447580120389,2.5392521021989216,2.4858047333111792,2.0119196202084653,2.021046371226096,2.4098515293213008,2.8866026546013526,2.418909026735389,2.725060054646918,2.3960167134767487,1.6140043715557986,1.9651541504135022,2.221277699202849,2.6377175517875253,1.844370962720547,2.874218063431846,2.2572898648104727,2.270234032197993,1.6991789263604282,1.7723783150204435,1.6544507806326016,2.1371875647427645,2.666576623295824,2.328387210106922,2.245169606093315,2.4322694930943767,3.245286738205397,1.5750810812696003,1.7544385491743522,2.5919968403125533,2.5990499821799724,1.811823751476096,2.726200940347932,2.203360574736215,1.6269897391084946,1.6384018409429713,2.2722446816657405,1.9929870904302522,2.1581563967854844,2.3684191903162577,1.8193609759545175,2.547534218452016,2.377639543033392,2.252193713966104,2.52713099051966,2.673515101994921,2.2016144148449706,2.0003138335230823,2.0194053034009785,2.804167259721695,2.325621604588107,1.7483406022253225,1.8832978285387318,2.396294382993986
NT030_ses1,2.024347180902147,2.501527645011778,2.3069606851436766,2.6105122563276204,2.3771137829443,2.2296238191786086,2.3760607272793552,2.2509220059758803,2.375655391381398,3.264064830615023,1.9508780360549296,2.46525928940334,2.105027446383589,2.0101255065285417,2.271706769749856,1.9054943057403633,2.4732242015526165,2.6572094508201367,2.79877466571068,2.358831459153404,2.370176205463339,2.1703116643650104,2.345865099350735,2.0601183229774884,1.630818849133375,2.352424574237764,1.8984718974173538,2.0250720524924213,2.1833586127675715,2.347987679328373,2.149263548219935,2.7041573107093333,2.3222600807832525,2.037330070031995,2.1332073766666606,2.1823235680510535,2.170073870953424,3.438797803220471,2.2934333156858133,2.6105122563276204,1.7664640002273235,2.7134409979932608,1.7161063179522194,3.303588102374167,2.7468571105056383,1.9508780360549296,2.5660813386505694,2.2413464672107137,2.02645323731045,2.2076739359590363,2.108215791037405,2.3753688462670737,1.885960270337852,2.136866463665661,0.0,2.247537271556555,2.7155088448365685,2.0979272149143635,1.8984718974173553,1.5789300603144012,2.1021808293905027,1.7971423954744183,1.8814964102618579,2.490575660459863,2.3014942903513838,2.220381593034317,2.018299162029404,2.322555176143302,3.043681035756633,2.389821158269144,2.3500858194303205,2.665814940743399,2.7629637784273755,2.169906664590757,3.00411421334894,2.4063076555250786,1.9976550454919497,2.151677452068324,1.7430700221026623,1.977767479167936,2.256976086105385,1.9499721310267397,1.846151195972475,2.0139406324065874,2.519972501614819,2.7397533711204187,1.714430887889139,2.4748983812796053,2.3082279265578123,2.7037485773108214,2.550147898184275,2.215210654038176,1.5594216903894231,1.7391383753880123,2.3820272491270846,1.4409332269542348,2.4896837300172048,2.479839574575331,2.364370460305502,1.557518754699099,2.200458980681799,1.929506934794472,1.9175073724591172,2.2644326856452723,2.4364982471328336,2.1798197374990718,1.6608717762140806,1.7638170262551423,2.33842714187107,1.8068336885980998,2.389510646327204,2.3537307627764914,1.7763272680517461
NT031_ses1,2.8041506317369573,2.718597297736787,2.334194151036039,2.8345510293736305,2.5480362202327376,2.484108617612325,2.602254284981924,2.947499301302708,2.662030873012679,3.5568004749756414,2.851964607870859,2.9467961856214218,2.6701169671419196,2.5762461930216776,2.1470023424869353,2.4651594654644473,2.506272570224242,2.991178252529547,2.6398741293322545,2.6789608011508035,2.8202401728406477,2.685256013987295,2.097221053100937,2.100478309832865,2.041000910180746,2.9951834102718937,2.307674687140869,2.2969132668941414,1.8417173596394494,3.0778636821508485,2.1468704045315703,3.0481270108902665,2.898083973556472,2.0679589496134376,2.5200969936679547,2.802581645259209,2.360790281649715,3.4526895492321588,2.5643371280726064,2.8345510293736305,2.7344957532936585,3.363333585202649,2.896326022098758,3.4728560517510996,2.8831999712969454,2.851964607870859,2.738200378256236,2.8985628615390255,2.71219894389743,2.453275970571169,2.2288054863656686,2.2281785058307526,1.9159379600909958,2.4346972096590624,2.247537271556555,0.0,2.9684531420443854,2.4105539904386832,2.3076746871408687,2.3671654948624106,3.0622680083419915,2.2556660258290413,2.0270598048901323,3.000802318873791,2.5922422593108627,2.9077640092885275,2.3596145876321537,2.032300050411801,2.84111436236356,2.674949410367536,3.070019335604208,3.072196689416938,3.212230028735766,2.4947358929123564,3.424311320546173,2.6474858868210633,2.5528601927205083,2.4040757271825024,2.3560957440104273,2.3327097646440067,2.6709169008091345,2.598986397792378,2.0415025961715005,2.196759062431102,3.1222954225819817,2.3084519485631363,2.3586190603153754,2.538640581941219,2.6834660584940404,2.2892240958559413,3.0705036584531586,3.0481425871879404,2.4400157607490476,1.947744417986558,2.8373416073381312,1.9846364919016395,2.6058452585417062,2.5293593053108423,2.494809083030773,2.49228832216232,2.805459868154433,2.1654894266955624,2.063145268993521,2.743387761965602,2.4827030564459354,2.478106563888301,2.390774888193053,1.9630454608075858,2.355767425602477,2.307554651155995,2.4818842559658436,2.3865116239079636,2.648019115476843
NT032_ses1,3.14105764822401,3.3328709388274667,2.9126591564996285,3.2279938387804172,3.151820370326939,3.059919382112505,2.6660075620883514,2.990657015721594,2.5476906476623906,4.079160428504549,2.750439056507293,3.0424466892103945,3.063736688272744,2.336509737024569,2.8963955845519176,3.1449955623694974,2.8356571034628884,2.9328479027789705,2.602526024908339,2.71447746922277,3.0774411719387658,2.8201906536782864,3.0487230920666306,2.511212829386537,2.6987506862719095,2.7394461597573407,2.8303652845491096,2.746492495612562,2.624092011418048,2.886835515407484,2.657697160306924,3.4282128028335532,2.602375311064986,2.927987437470603,2.813999996941726,3.6533443426721655,3.3844813459635827,3.282882538512839,2.890661340271606,3.2279938387804172,2.4477110882864004,3.110669161999798,3.266259318186745,4.072231992854951,2.9233772624217798,2.750439056507293,3.1515860812448655,2.404704212615577,3.079796536403051,2.466998835008239,2.9416041298345537,3.254841458277241,2.8793420325332875,2.7522941065195217,2.7155088448365685,2.9684531420443854,0.0,3.324498924797433,2.830365284549106,2.667291146589032,3.088900711636881,3.1280535104971317,2.995357882610837,2.4962950528144923,3.180038651457787,3.330556653216659,2.9954641528685344,3.462447286151629,3.227073546848561,2.2383239089254423,2.9939488904379368,2.738329825025448,3.2301129951946095,2.424268432961155,3.8149965611036487,2.9347847337756385,3.063457971949241,2.3931653629573186,2.757973488173411,2.7724106964023054,3.2496848732518315,3.091245480641424,3.0347508712216653,2.974952653013084,3.132783431647224,3.467112986480472,2.4189182901821225,2.964532549885053,3.0205895240803136,3.142958810141583,2.2448224306929747,3.5249156747887787,2.5709817500138423,2.688991032231142,2.3943445240881607,3.153901349636851,3.0952687908056067,3.3280290941434627,3.060019414342073,2.372259632059329,3.2055791306154604,3.187969423385033,2.774004749791323,3.35537041283018,2.418151379706328,2.73208457329408,3.11547151076062,2.784516423645032,3.461392692498578,3.3821551196161415,2.5700739087103264,3.068511365281917,2.7943028657898
NT033_ses1,1.615906289762266,2.5169650972108237,2.5216198681950552,2.932587791444059,2.632783208626707,2.8013462959504887,2.956886338290138,2.5674613366232935,3.013619731816879,4.0148616596536515,2.723272383186261,2.8139867014450313,2.6355883570667835,2.2732568774108723,2.4315888372190684,2.5038731037759874,2.4795684007181635,3.1150313042591855,2.7521010374005446,2.3647025288774914,2.1447183589248358,2.7134832545031666,1.876428294882208,2.158612655354108,2.226173186142326,2.7763145378141725,2.323665835464316,2.109608831779297,1.9931034234300633,3.0700565477315753,2.3663670214159254,2.859981038508665,2.1480272253204418,2.3988842325503468,2.3106498741004033,2.3924148509854084,1.8847579198022317,3.7655404540712447,3.0825570646139178,2.932587791444059,2.42017722073525,3.391863636388103,2.1620670966116093,3.7612972994732594,2.5993958385470304,2.723272383186261,2.797478218192456,3.0790019636509705,2.756223415725466,3.0127164955696593,3.001976262857504,2.5826534745257184,1.8075385193635587,2.8356072072017864,2.0979272149143635,2.4105539904386832,3.324498924797433,0.0,2.323665835464317,2.1778978913270226,2.6362424467962504,1.9831607472637036,2.3034824470757767,2.551965509503441,2.706838819557531,2.771055232596591,2.612546306841893,2.5717090610116196,3.2556978968589445,2.852878096153802,3.41120976820336,3.1062203633356367,3.282756622545121,2.71094426466712,3.5868283813324933,2.868197137102734,1.8895149447777393,2.9474605443671793,2.6555753509256466,2.7906849159787774,2.570159513076038,1.9710177394411932,1.9783464360112497,1.8805684699762628,3.120529000682566,2.1431316616819736,2.5982638800990645,2.6458072313413945,2.957543013890384,2.212220830357688,3.3154194435855624,2.3530149209321034,1.7304109584002847,2.405819432638745,2.855815734041185,1.608021259822117,2.7779225839511033,2.72559070525471,2.514581682342835,2.3746403035459918,2.204613703793032,1.8579492265034612,2.163760166702312,2.0651593337491168,2.549012473317347,1.8794612266183557,2.1335123762079324,2.1604594447078855,1.939053233879029,1.964788230897021,2.5116109145981977,2.6515535164088284,2.3561573303697014
NT035_ses1,2.503539191358481,2.249168993989186,2.434670552100303,2.3148048988758507,2.3707723196370107,2.373956077930761,2.4156749612541875,1.9937900207251829,2.282932132827284,3.2688037745500704,2.2548358032891715,2.5745544608649533,2.1983935220854853,1.5887555625764043,2.311107512441599,2.397740879929979,2.311937867119754,2.6788852926119597,2.237598456365263,2.5166495568931797,1.8307244015381163,2.440368033844706,2.2441223818797527,2.2051810842825605,2.1809613818737335,2.118449475616597,3.9424766765007384e-08,2.2570829890969977,1.7131178566049095,2.4553172982138434,1.7915399163484242,2.4743279885719183,2.1222445080881975,2.2989740391265507,1.7784446323923047,2.3901834124923935,2.461501712713232,3.2761428810999456,2.2866429174693184,2.3148048988758507,2.1328042520123907,3.0123421111111393,2.031149489976039,3.0878040023865383,2.62358864956563,2.2548358032891715,2.35123304426407,2.6499138702316336,2.5521764116109686,2.6633135673413455,2.3004994535811556,2.5257347665042214,1.9333893189580753,1.8799463798644536,1.8984718974173553,2.3076746871408687,2.830365284549106,2.323665835464317,0.0,1.7113207686435639,2.3432402200255753,2.28577642705994,1.9412162838063105,2.4553709368832464,2.131325544258261,2.5212369661322973,2.40297688483693,2.501943695761644,2.928728514067598,2.1666341107578764,2.580178341582075,2.5439711950207506,2.7084396110124835,1.8624888357019442,3.24170156135025,2.419538346716203,1.9920911692773615,2.23889652817922,2.132895044972314,2.064708380946083,2.296379478591186,2.4404244154035863,2.0316887442060168,2.0969450635933597,2.770219815121585,2.998101480006287,1.9259368006603457,2.056747155428681,2.6844147507959155,2.792694342526203,2.4472548853922427,2.0703434636649565,2.164329244782674,1.5865842733950335,2.3279489459848306,1.9026742661789107,2.4716928701619847,2.0540548340012297,2.0532181755247154,1.6675501372356345,2.4405478684282866,2.2617977573393846,1.7668871435297362,2.320319010161061,2.3532229849219606,1.9363963685806098,1.5972631513247462,2.3197485075848245,2.7754376013366118,2.048382417709349,2.149931755325888,1.8026628585888405,2.1457591656084856
NT036_ses1,2.2377899549074134,1.912784405170388,2.3158248486280457,2.242487069992777,2.3610632867495944,2.442740192638301,2.3493864153641857,1.98854490142297,2.163338777129464,2.817130128469638,1.9558119094875943,2.768505133723653,2.0600538158401975,1.4250887008983315,2.482885053360887,2.3856778096074804,2.3976136464149826,2.2801202421169893,2.3450701943824352,2.2596249371960595,2.0971402789872657,2.3575913583176686,2.485853331874717,2.263901234195983,1.8048551896915206,2.1207584301027045,1.7113207686435639,2.2646359514303502,2.0028338866019486,2.4628241159568103,2.3178267614058616,2.0433481635401396,2.175487132794981,1.836854979417377,2.2475112700484607,2.537390063619886,2.6757984227413103,2.6390464842738814,2.28068361547756,2.242487069992777,1.6792636774077971,2.4585214550927668,2.2447576324304626,2.951263405336858,2.87610037328425,1.9558119094875943,2.1095161698351106,2.5928313396332565,2.332547229456335,2.0608301474032604,2.015679881254201,2.5452683076894096,2.0270704225788,2.209447580120389,1.5789300603144012,2.3671654948624106,2.667291146589032,2.1778978913270226,1.7113207686435639,0.0,2.2571929075373434,2.374120779299155,1.5729304010397807,2.3957057053709927,1.7503073222668442,2.5373251279747997,1.6706573092375392,2.603307659026127,3.3123625358223645,2.47722860096923,2.3749093512767843,2.6775692966908444,2.277217041587616,1.541803437208194,2.7286316381253117,2.111102078981273,1.9247707164273962,2.247280577883336,1.6889848806698153,2.1680693806829927,2.3500483539769514,1.9761875439591756,2.366934536916813,1.993443601648023,2.6327611529516557,2.899139665929806,1.7724752529893213,2.6878551507503414,2.604584485932943,2.911875025438934,2.589827816850976,2.0695173494901367,2.0522524960050257,1.9090704088144033,2.3621338313441513,1.8149777474905664,2.721184219714788,2.265873481718182,2.545319419890277,1.6204284796924227,1.7449305145939944,2.0018805420343693,1.6792209804620408,2.17839780785339,2.224361702922995,1.7411428254233885,1.3325903991664019,2.077745399082961,2.8387379381458517,2.0010696660227048,2.361178426040357,2.467391078515374,1.7759014072905104
NT038_ses1,2.42404749125212,2.3914217941550318,2.7554354232205918,2.73548594618015,2.2889532315033927,2.2792452122693465,2.3921781638840875,2.2111418750495746,3.2279924815377345,3.2279843448334686,2.1828908463209955,2.482488224968183,2.171689457821191,1.9702308412353318,2.5713115984214245,2.27979408769334,2.6362543466880495,2.6376915681696307,2.856308438949814,2.39740455373472,2.610424545536545,2.161462549159911,3.115485539453266,2.2037417974537954,2.197860792445055,2.5584100465366264,2.3432402200255753,3.0048337976316897,2.459388774135307,2.278552089471416,2.6928768047514664,2.1812813141154392,2.402073749670367,2.671113105493848,2.705555271134445,2.5706290318682745,2.4858858539717072,3.3414583300562875,2.0361270565182625,2.73548594618015,2.168023564633648,2.606317065950402,2.008682729662347,2.8498295479683327,3.2975806976854085,2.1828908463209955,2.7539352515418534,2.476580478121854,2.2623137258713277,2.7094241129036716,2.5151075619779895,3.0194327049864187,2.6709386343372983,2.5392521021989216,2.1021808293905027,3.0622680083419915,3.088900711636881,2.6362424467962504,2.3432402200255753,2.2571929075373434,0.0,2.466654281963192,2.4515558447375603,2.409884654454443,2.3959308367099132,2.0765086183465704,2.5696477787063063,3.0610013954250723,3.499000767910092,2.6369550812935056,2.540886146549747,2.606609344911955,2.7361472012918573,2.4865223950472872,2.825477786195246,2.3704854362322227,1.9536690715626663,2.391893180610389,2.3921202025270656,1.9595158970181155,2.316755238151057,1.8445555874163537,2.6993592519862166,2.6913221562691603,2.4842341736414264,3.59657655705885,2.1122222132179305,2.708633540452369,2.3961949336164476,3.2091822181909393,2.8848181235075097,2.3082780480450316,2.095318009657019,1.9585462326954959,2.820390789167413,1.9745539080748014,3.0563306975282383,2.535260605639427,2.962207613173301,2.2467748179607994,2.682368015101615,2.115359194765046,1.873500434922205,2.4205637044269857,2.8590330468252074,1.9911154141950715,2.1345861449172205,2.5760526633924776,3.3717758961905555,2.0702869362506515,2.143664155307381,2.480649464423133,1.5293903536646087
NT039_ses1,2.1196188907508153,2.5851158647877654,2.6372178420401196,2.69389458276113,2.648311637839589,2.6814238836347153,2.43826575542411,2.2449564717825194,2.8673911748555656,3.58000582525801,2.2798555334163417,2.640905094459027,2.6098234362115007,2.566656880308308,2.3100084003809758,1.9795487857701166,2.308111475643065,2.89897442593753,2.9867446100460193,2.4562116657101667,2.415818959022395,2.115243583048442,1.992279264905165,2.0070413556520648,2.0297395991609792,2.7941404990209815,2.28577642705994,1.7632525284923573,2.3508450737682476,2.995292711976522,2.517143621325184,2.8485972774401565,2.3493515353096717,2.1454584973351984,2.219469656061206,2.0285545150503688,1.9380866913027288,3.5338444216346145,2.8200056429859153,2.69389458276113,2.2914967969093114,3.4348060395533793,2.1084522568014146,3.4254185635675256,2.4494768633439596,2.2798555334163417,2.3694269952836424,2.494831299344167,2.8547883876995126,2.6618740521255853,2.632459553636623,2.926913272532284,1.8596813618688355,2.4858047333111792,1.7971423954744183,2.2556660258290413,3.1280535104971317,1.9831607472637036,2.28577642705994,2.374120779299155,2.466654281963192,0.0,1.9821822867462107,2.565770174015842,2.655520610391259,2.7777144262459212,2.159784720612022,2.4544413666385845,3.29394272843924,2.519603278385721,2.757658173299898,2.5112609109790105,2.712726301904409,2.5203357877146124,2.909165456454104,3.157278998676193,1.5877279431154325,2.4816197945916536,2.4950425807448773,2.1998267956454067,2.310053362071223,2.344012097878754,1.6938788632232886,2.002220385201615,2.8770352135447714,2.384743577768258,2.1290521473876387,2.373139387321262,2.3137044562123386,2.2955804733726612,3.107063397655121,2.075602508259281,1.7405182543981226,2.148530124886071,2.7825980566274233,1.6481082223988486,2.582167920963906,2.8841217265647763,2.4886824733947868,1.9129077637352696,2.1876305599133468,1.878991243548507,2.4178579068059354,2.2709606965353815,2.492004117697562,2.4511635754539447,2.0781479617784253,1.825314576128879,2.2569701656204315,2.2041204964616705,2.4275495191000815,2.3590856175233075,2.311723213321085
NT040_ses1,2.496290338472658,1.9154002771492655,2.1781353096797416,1.671853602420665,2.076331858410684,2.5306385723022937,2.273979392155925,2.17532244461354,2.4016578834718922,2.819701740413504,1.8739765817949372,2.6583422131045578,2.1755442199169934,1.9376662731980028,2.689682384772971,2.4327562939179312,2.401511782983843,2.0594431806445876,2.5282575901615854,2.5586419067781394,1.96526941434854,1.8888207069296,2.5052414922693536,2.444638442890177,1.9185618251653265,2.3364468832735414,1.9412162838063105,2.1853812557594,1.9506458768648103,2.725113522452353,2.6897130213645433,1.9166925520291995,2.548196008755994,2.0500620035395096,2.2569598719200616,2.830202906352871,2.403816264413103,2.775172420681566,2.2903934866001077,1.671853602420665,1.8211460344098307,2.7481769004215786,2.548006025049788,2.876997988965166,2.774661388988193,1.8739765817949372,1.8381598648672233,2.516709304890201,2.797337672612379,2.2173931436804057,2.012844554047192,2.299417267332847,1.8712469378826335,2.0119196202084653,1.8814964102618579,2.0270598048901323,2.995357882610837,2.3034824470757767,1.9412162838063105,1.5729304010397807,2.4515558447375603,1.9821822867462107,0.0,2.566365826197612,2.27917968250041,2.74376158797596,1.438213030761557,2.895673959470115,3.166396150202909,2.352755684776219,2.035209418821465,2.189366571716615,2.0933274954631704,1.794249167537628,2.4907447495009465,2.5298802565545015,1.6848769815221696,2.0147911012713022,1.5565365324596054,1.9486386908978124,1.9082255562867494,2.022697601866831,2.348286358574242,2.2266327421482934,2.330129155417358,2.7988106541462523,1.945192894525091,2.033776152459484,1.9827935827596577,2.8391947431546756,2.639280024744904,2.379222986858466,2.343975194114622,2.012747629142817,2.3560122458713315,1.5868160440504107,2.63028069679935,2.5122122634594533,2.664091633046105,1.7845615643395651,2.1809967536932753,2.066065164104642,2.013649588620262,2.517341713117329,2.5701065747100538,1.8823938286433894,1.5156858479067155,1.6430971435172628,2.9095290024126155,1.985672906857716,2.27799170071012,2.314665728027162,2.0597845229396086
NT041_ses1,2.410066619821173,2.5901359509582194,1.9444016992618491,2.4379213060212894,2.5978024885967055,2.4461430155345663,2.413576995207284,1.8696153870946814,2.3591924774937953,3.923497248087634,2.0514951803817847,2.6391107874862882,2.5193001243113975,1.53232868963207,2.2990572046746522,3.2307524847578164,1.8735813096745177,2.487467885191728,2.1997586387395787,2.2460041760506377,2.3424332035201387,2.163452116537089,2.6753256000660928,2.0715634485991723,2.305782465760135,2.1251353823398134,2.4553709368832464,2.5011566725505916,2.4004505728765184,2.5663766087124777,2.375463224225164,2.643205626765038,2.048145768971306,2.3248362314022315,2.2321072078273816,2.968631985738939,2.6700683674877057,3.4828249367859527,2.6933998343593566,2.4379213060212894,1.8417297161606043,2.839281857840135,2.2898039956635974,3.3701811804310506,2.5811925606237147,2.0514951803817847,2.8909983843611506,2.576498294260833,2.988909846464042,2.664201674649598,2.8555287213726888,2.9565036412889825,2.3732797061436854,2.021046371226096,2.490575660459863,3.000802318873791,2.4962950528144923,2.551965509503441,2.4553709368832464,2.3957057053709927,2.409884654454443,2.565770174015842,2.566365826197612,0.0,2.798081726750529,3.263872346737144,2.9343307552982036,3.080467296336729,2.8581170047698516,2.1817926395540765,2.8453551999407285,2.3084537453777934,2.920288475441078,2.2897534384220353,3.095613709262548,2.6499368620363386,2.1970973869094177,2.3823185903826283,2.3600109059810914,2.3819439169087406,2.8437664303561903,2.7916092249597075,2.4524005759432095,2.4528619646010266,2.4077181070130527,3.2508392481290644,1.777933910089916,2.069335338992686,2.9365240548852922,2.5810094075787346,2.177991453938146,2.6550270477704494,2.207776421432379,2.1534244292554408,1.999261315044774,2.5551268934958027,2.3710558110105366,2.5263845698577945,2.952939064003883,2.1259442941053748,2.6886171075991356,2.6890977767540587,2.5828115558853524,2.6557888178574585,2.6201212983170845,2.0809704564573237,2.5252207977535597,2.4472968664531254,2.959733821940054,2.5669767267886634,2.1409494281133443,2.6332681572270613,2.4672387667378404
NT042_ses1,2.5166039380831626,1.7783614927429277,3.0223618556416363,2.8500784105287447,2.6840571380104348,2.3794344211022964,2.048841182893718,2.2534736064457825,2.5872898332560466,2.2716860627591813,2.378816584210195,2.922090950454941,2.2916270822368046,2.299482413224051,2.5017467301423504,2.7814450523288388,2.6817487625470706,2.9477542683290534,2.908656444250229,2.9555542149628304,2.3055717506154503,2.546971631110338,2.936762687580511,2.491608701894225,2.443281021372309,2.744328689255903,2.131325544258261,2.5553910823198085,2.147632947863872,2.9940893836584634,2.6642881445797153,2.4684861685293393,2.693671078903273,1.8117317992598838,2.7672911433945666,2.724221016562309,2.6616414737547274,2.613601268914825,1.8884731195235525,2.8500784105287447,2.2316994873958302,2.68868416925157,2.560264512322135,2.1405210692245626,3.246682362397626,2.378816584210195,2.6435177030364447,2.870050435012624,2.6215179835098055,2.3936888156317133,2.1934618766845104,3.1847674746399077,2.1654093111036428,2.4098515293213008,2.3014942903513838,2.5922422593108627,3.180038651457787,2.706838819557531,2.131325544258261,1.7503073222668442,2.3959308367099132,2.655520610391259,2.27917968250041,2.798081726750529,0.0,2.534264683449992,2.4679454565739203,2.7078781970812704,3.497795738620632,2.834946406181258,2.4406528888971675,2.7164076215275097,2.324444417656928,2.230639818057702,2.6723888258734645,2.09662026007594,2.1145342858111977,2.107995997707873,2.4920407595694125,2.5085429944444253,2.16920548502924,2.321675822675669,2.763697884937565,2.289510788702982,2.9429344457284135,3.502508048209712,2.314559075775142,2.9075684575370997,2.5458658356598076,3.277597393448692,3.234064747847448,2.408656876441621,2.2192200659172214,1.8112743374981615,2.6819083523403906,2.2617244142530293,3.0321817026065605,2.0436272063826904,2.749598846732375,2.171024433422782,2.1848099833495627,1.892229110504926,1.6329535279641376,2.1606490430902268,2.610731087551915,2.3401913994070584,1.7583599047042773,2.292359449239314,3.213036767822164,2.4532582588432454,2.585106851132239,2.6166137163892986,2.0139803341687172
NT043_ses1,2.2361726946473373,2.8159681495382176,3.261146374644573,3.269082916924831,2.84733458505358,2.4367823039038408,2.650456852196126,2.7933750290058326,3.3168206653319894,3.467367702190988,2.601056573927744,2.9846734059147226,2.6999196607289804,2.74739998152754,2.9814519172665133,2.6384013737327843,3.2399927392493293,3.1789832648032874,3.200398966657189,3.0726823956012614,2.7035467371531485,2.4647659467255187,3.064259818704953,2.7650291268450586,2.5918016139930957,3.1036012476573602,2.5212369661322973,2.911182323011976,2.6042521575982893,2.7221186813533964,2.773817903425319,3.0638160202265645,2.6126164965323038,2.571920901626232,3.3066060945389335,2.548802465915839,2.673288727927508,3.4487340859377698,2.1354783520705385,3.269082916924831,2.610625740024432,2.924940263924937,2.5342819439486064,3.1256343397624495,3.4303243127756056,2.601056573927744,3.3875513617220347,2.599753015365718,2.4316396661190947,2.72377063317802,2.381221906635406,2.9359140359132727,2.4325575152548145,2.8866026546013526,2.220381593034317,2.9077640092885275,3.330556653216659,2.771055232596591,2.5212369661322973,2.5373251279747997,2.0765086183465704,2.7777144262459212,2.74376158797596,3.263872346737144,2.534264683449992,0.0,2.6987316038231492,2.954797565092351,3.39053367295769,2.7042551080829353,2.745996596502311,3.1769140493812635,3.1580639910046426,2.9549985871713056,3.2690773139615685,2.7139684267498962,2.519841626894342,2.5889811435486374,2.5765224264219686,2.542931513637359,2.5311584451936873,2.0876925665241037,2.9307189247996126,2.793094685781686,2.9782433646950035,3.347472349977961,2.638633323224271,3.109606651429877,2.8425510707839834,3.3269181705460675,3.0914218254071484,2.7857023900156523,2.289423653752776,2.2528497538636847,2.753464846068674,2.0915376347830104,3.0663197937632347,2.9232237045836404,2.8564111327063393,2.712326980582257,3.0564198700099667,2.232181249038525,2.0108637603819495,2.4708987857260762,2.995202470937217,2.317306904050686,2.6258033670450147,2.6841812387648156,3.171288796604876,2.3835211804490393,2.4744630100648255,2.566426571044809,2.36228112924127
