,DC1,DC2,DC3,DC4,DC5,DC6,DC7,DC8,DC9,DC10,DC11,DC12,DC13,DC14,DC15,DC16,DC17,DC18,DC19,DC20,DC21,DC22,DC23,DC24,DC25,DC26,DC27,DC28,DC29,DC30,DC31,DC32,DC33,DC34,DC35,DC36,DC37,DC38,DC39,DC40,DC41,DC42,DC43,DC44,DC45,DC46,DC47,DC48,DC49,DC50,DC51,DC52,DC53,DC54,DC55,DC56,DC57,DC58,DC59,DC60,DC61,DC62,DC63,DC64,DC65,DC66,DC67,DC68,DC69,DC70,DC71,DC72,DC73,DC74,DC75,DC76,DC77,DC78,DC79,DC80,DC81,DC82,DC83,DC84,DC85,DC86,DC87,DC88,DC89,DC90,DC91,DC92,DC93,DC94,DC95,DC96,DC97,DC98,DC99,DC100,DC101,DC102,DC103,DC104,DC105,DC106,DC107,DC108,DC109,DC110,DC111,DC112
NT069_ses1,-0.0328199295443013,0.01697776828434656,-0.018541560826186926,-0.005947247629878729,0.012020079669494886,0.010081298197523639,0.006594564349982842,-0.0021903829556929426,-0.008594430306035173,0.003379704964649055,-0.0032165169626619666,0.0006556614836669095,-0.0009893683920028295,0.009099326275942113,-0.008025745073630254,0.007411205880371131,0.010553165788923896,0.001008696600407501,-0.007869473720746487,-0.00030981370694970346,-4.74975739488571e-06,-0.010797507951541198,-0.0019270949273240668,-0.005623350400162509,-0.0028572515251707076,-0.00404125981646974,-0.005012743368950604,0.002511434551082815,0.0016899875333088114,0.0026238514811017712,0.0032213508824136096,-0.00022637173620596547,-0.003719428016338697,-0.0050295729032131566,-0.0014838789935276585,-0.001291892780465961,-0.00733051304038197,0.00037442559609519177,-0.0015560167973870075,-0.004978367665506312,0.0017845779321168298,-0.0021929741931481814,-0.000916954251554475,0.00028722728956474884,-0.0011325350407772657,0.00010097902930930793,0.003339155429410864,0.004528760203764153,0.0010272762202379398,0.0017011670748309207,0.0033580388009541466,-0.0007135263915187719,-0.0014266270745794474,0.00020501142712435623,0.002496755753088988,-0.0005334040172761622,-0.00016356231049355387,0.0002524723019243539,0.0013492944845868316,-0.0009220161628394404,-0.0033312948860886775,0.004885683558163286,-0.00031987200769163245,0.003525987515194257,0.0030491708424399563,0.00045582249706355144,0.00010712732316329489,-0.0006317804782744027,-0.001304941791125476,0.0035095741419124598,0.0014008526815486608,0.0021422801992491687,-0.0016634351520169953,-0.0020787278534926804,-0.0008517415312667416,-0.00042781056052581027,-0.004428832956675062,0.003476835632868231,7.820315968154969e-06,3.256812005422389e-05,-0.0014990190734498895,-0.00034898561491588563,0.0012457860966146883,-0.002395319252330307,-0.003862300137314864,0.0019953385291954407,0.00476453755722304,-0.0033840963798080427,0.004835799967453677,0.0004893115350272068,-0.0014033037876321993,-0.0020718380611692653,-0.0020197920728710905,0.0033107461119574106,0.0008670791979477743,-0.0009483239798890211,0.0008291674400340674,0.0020499474226902408,0.0006789729335739594,-0.0018365636914279419,-0.0005901624027374901,5.020076692614126e-05,0.0007214167055686853,-0.0019697788748357517,-0.001097512784206658,-0.00013481299018888937,0.0004272074951469624,0.0007530387987729727,6.685833084482596e-05,0.0,1.900609174910179e-33,-2.36060098021511e-33
NT074_ses1,0.03260929741823737,-0.012486394697131033,0.025537449491897842,-0.00842648697793192,-0.027736612880171162,0.003044436982643217,0.004714223171383977,0.00439682996990673,0.007400555004283778,0.013220283072968332,-0.0025082469000892037,-0.010035835990298407,0.008010861068649245,-0.0007957323159172575,0.015674541849160468,-0.005874899213928147,0.004792775313017183,-0.0031764516700007023,-0.013431608687249982,-0.0021104760786526994,0.010339898322244087,-0.004080084752494293,0.0005699018160875053,-0.007013719527781236,-0.009203936154625673,9.046639017547934e-07,-0.004554136525673325,-0.002925973990384029,0.006660857810877127,-0.001944327577622964,0.0008120906885727469,-0.0051317560132187285,-0.0013390101796305273,0.00493568332285849,-0.004125541623292749,0.0019387816290198233,-0.0069095035230016645,0.0028152285917193427,-0.0010145526529540434,0.00022700383966431609,-0.0016964933676695138,-0.0010785467833891883,-0.001518363007720586,0.002029421217696288,0.0020245140808452275,-0.0007521403391347134,0.0014846923298629212,0.0007287317577895445,0.0036731865246958906,0.002717116786921127,-0.0055129492507829,0.0012194226456676387,-0.0019873374247259025,-0.0006757573926545397,-0.001508706225405641,-0.000664381750070245,0.0027147477172681906,0.004864097675192119,-0.0003470729324585672,-0.0016044396773167316,0.0012667487747727213,-0.0010646711133229865,-0.00036856099339686345,-0.00016985137015196013,-0.00275924612443745,0.0017908277991033545,0.004076228636018777,0.0008685058094616957,-0.0003777763985982394,0.0005548808412437352,0.001156375608684527,-0.0004377187222300779,0.00016246520857360306,0.0012562191798265107,0.0012310039146824115,0.004779029627388496,-0.0007571350418190681,1.1506527682346052e-05,-0.0010860753508708822,-0.0007975608600708632,-0.0018011013258919107,-0.001239595793632925,0.0028639165454598303,-0.00013969507937140643,-0.00048371555006104593,0.0001592236817239711,-0.0006575889742365339,-0.0013356640406458262,0.002716290406476484,0.005107402637472446,0.0021415572244534264,0.00034909194444485077,0.0005978976102405983,-0.0010285826341353294,-0.0006730675548034916,0.0019032046580580028,-0.0001758328612750476,-0.004291030396231212,-0.0019140834937906106,0.0016621447842348964,-0.0018650279146438073,0.0005820922464946015,0.0012433663873663138,-0.0011005914351309332,0.0002130753909689967,7.077484300296458e-05,-9.730515331557228e-05,-0.0003270459539081922,-0.00011420716337289492,1.7046868169722608e-32,0.0,-7.671953185699107e-33
NT075_ses1,-0.05918513779838959,0.007431589786234501,-0.016046936930772405,0.014537269958827512,-0.0419866520646077,-0.002292577085473467,0.013285187501869465,0.00433328050259423,0.0012203912032199844,-0.012473782202019215,0.0027085512876935886,-0.0031579274763182336,-0.004169351114225054,-0.014150308049133729,0.0036256341124429325,-0.01807273583128554,0.007641979205135167,-0.005463104599634844,-0.004578274370393886,0.006309175543439825,-0.020959191119220778,0.012952655795026047,-0.006829823497784963,0.009653383625084945,-0.00219443787688771,-0.00423551290133272,-0.004177646739923206,-0.008314962710866762,-0.014654262925144712,-0.00916418151203778,0.007924547513552352,-0.00044025800020995836,-0.010424261022904136,0.007843122854253448,0.00040252801055010547,0.0035856015441985863,0.000951848996228712,0.0005477984751228771,-0.0014045370495633662,0.0012264559614336165,0.003876001648089634,-0.006621705840184387,-0.0016306220626499835,9.313236517630658e-05,0.0031489266987900495,-0.003453200109987282,0.00390255762297452,0.0019019382770014746,9.128173079540296e-05,0.0030040512874644296,0.0013989743395579895,-0.002394052978590364,0.00010696488587722656,-0.0021217179715680877,0.0009457780524035094,-0.0010339852090892696,0.0013354223406291318,-0.00023712472706192422,0.0001183403334145627,-0.004132710370360454,-0.001663875741249676,0.0008159503472151346,0.0006641880931568067,-0.0005904290848812014,0.0014473011876310444,0.0021205702552307844,-0.001961294066177467,-0.0027863387437042962,-0.0010608716379078564,-0.00036833250520358114,-9.059266578193555e-05,-0.0012069254841500943,-0.0011882368260108511,0.0005593072397935773,0.0009437157581484889,-0.00022003010093017578,-0.0012973263159349537,-0.0005557304843118869,-2.8174835699808825e-05,2.1898095823267238e-05,0.0006183616368159662,-0.000763988352972115,-0.00020693821240687412,-6.650365822506076e-05,0.0006229430956144557,0.0004181063861353913,6.352165622888622e-05,0.00014336803351492722,0.0003840898728415476,0.00015765574028673242,-5.4862272261636255e-05,-8.823992990498374e-06,0.00019845052032659239,-0.0002442643439273135,0.0003012459802624284,-0.00018620942255381193,0.0005386947893350872,4.69236137069108e-05,0.00013640867352968003,4.3515682431887183e-05,-0.00016952127588130896,5.0455549517649656e-05,-0.0001062002569273667,4.315721098770373e-05,-0.00020575103455662346,-1.518267070451075e-05,-0.00012925746590874678,0.0001063482219829006,3.325254534808932e-05,-1.2919731665473975e-32,-3.0409746798562865e-33,1.1065317094758327e-33
NT078_ses1,0.0021467447534495466,-0.02173206490708453,-0.0012670392451964118,-0.00788591738828463,0.003005063420172505,0.0057496447407088406,-0.0003159002549382806,0.006121183022951816,0.01799128967986169,-0.00471819265088828,0.0011825224450647558,-0.006117773146276386,0.0030080462474715575,-0.0017486681138136405,0.009324544179534383,0.010223348035381946,-0.0020174794639828413,0.0003093737348806519,0.0006829767362309899,0.002362085150136573,0.0028547249591311203,7.053449484977368e-05,0.0029289570711375445,0.004313480366758022,0.002133817955410925,0.007458391199245499,0.0035897916490561653,0.001711179504095852,-0.002787465734588641,-0.0044071603250574,0.0001819201268408022,0.0006511489063683659,9.139938776861351e-05,-0.0006354119011138671,-0.0012615399114904275,-0.0004937973656187806,-0.0006579444659707704,-0.0006857240762930007,-0.0013634011020125234,0.0015014609857869723,0.0012537800938922572,-0.0013161716764479366,-0.0022294589341825826,0.00243516784027153,0.000460973820650607,-0.0005248898255541375,0.0004982150907247754,0.0005843928522798196,-0.0016205428637786985,-0.0015038830825885672,0.00256988179586182,-0.00032373772249740906,-0.0002554624881582556,-0.0007482267112801142,0.0006337503888833363,-0.0030506885295867587,0.0020300406141862187,0.003634399868843743,-0.003697732161021159,0.0036686833111586846,-0.0009260919529548299,-0.0019063495648666104,0.0001761251698021847,-0.0023051036005007452,0.002297639919446332,-0.0018377516451271879,-0.0005169378220520724,-4.4084875768255184e-05,0.00045939992291978854,0.003314510679414698,0.001268978656578354,0.0012907565518008553,-0.00189948052360957,0.0026532426708088253,-0.0019063964834967466,8.462979264644626e-05,1.3467804711686777e-06,-0.0031330019679259133,0.0004079016305996473,-0.0006928418477160167,-0.0015188206818456612,-0.0018314181910880033,-0.0008120482325068012,-0.003260147793368411,-0.0016633245491221034,-0.0011599794948639539,-0.0002258834900357439,-0.000775859137161299,-0.0033110739474409828,0.0016043549891439125,-0.0047318746998854825,-0.0021864896991456466,0.0009265215231261207,-0.0001689116775482726,-0.0013982850048944832,0.0018487780272277707,0.003707333966752189,0.0030158872398772297,-0.003847847529349584,0.002730203376776262,-0.0007396685236861553,-0.0025364165948723325,-0.002376408259553462,-0.0019203745989302087,-0.0022284616049416985,-0.002370727661704643,-0.00018359785339869237,0.001142416166137496,-0.001116489173525215,1.8661834627906854e-32,-1.5965117069245505e-32,9.184213188649412e-33
NT080_ses1,0.008012519799249825,-0.023543585129310683,-0.0027349623039118064,-0.011101680705739095,-0.011495230199159495,-0.0013119515913163308,-0.0012130528072316347,-0.0131006336032641,-0.004232634057582417,0.020532295394161404,-0.008426518257778497,-0.0024949445428764086,-7.627490267910679e-05,-0.0077449814508124765,0.0015204118310475994,0.0024282544577706624,-1.7704592597728435e-05,0.011393331356212757,0.00018731718878862405,-0.002448423955050751,0.007879239528724458,0.003387642816770633,0.0033201312829350396,0.0030699348836873315,0.00061154789064935,-0.0033668163093231143,-0.002968984299255738,-0.0008584484089391827,-0.0030920333482831255,-0.003402683448868459,-0.005214181659897469,-0.003821696607990768,-0.004441694721310962,0.0030169332484868794,-0.003079309155889911,-0.0019948696363085573,-0.0006363880691464794,-9.967269206254698e-05,-0.0022539063680915433,-0.004468713019736724,-0.0017903913778251675,-0.0010721580940701702,0.0015619965489133921,0.0010213438235929155,-0.003753358636722972,-0.002998129578299493,-0.001313639212446181,-0.0036650189174272274,0.0007892439929115749,0.0017207961651616924,-0.00042249009924797754,-0.00012774409521798836,-0.0014555358286434791,0.0017254415090819863,-0.00044856169631706064,0.004339925819384327,-0.0023470323237876002,0.0034367819105125897,0.003599550233339285,0.001998085423544968,0.0036922763718665406,-0.0015215104335083978,-0.003891066790784526,0.0006634360332923111,0.0034894827894423985,0.000603024740117331,0.0017319581625411216,-0.0011460631808072872,0.0021521369198581343,-0.0005295931745511516,0.0007927185573602726,0.00026343980244206063,-0.006930628629848918,-0.0003537747016242474,0.0018981657993456733,0.0003533293733389096,-0.0001692103119512781,0.001286960753802524,-0.004350947808572748,0.002319290872353497,0.003876337182396733,-0.0027385451847702297,0.0009102702760664561,0.003807158097364906,-0.0009356901874589079,-0.005212998751693552,-0.00015802012007651317,0.004124065122067228,0.002718996353725442,-0.001707487249191731,-0.0021526239855790153,-0.0011957486116841063,-5.137376498157106e-05,-0.0006902789063871803,0.0020643234635886495,-0.00045425900279455743,0.0018080566512759036,0.0022033825976764112,-0.00030719831499831385,-0.0009657050570496316,0.0017130224026663233,-0.00021178275093601025,-0.0001325884673204938,-7.079491293884509e-05,0.0005607936208711607,-0.0004065026360497124,8.046331587656067e-05,-0.0009809122013334818,0.0005046643906618534,4.163024647763837e-32,9.693106792041913e-33,-3.0982887865323316e-33
NT081_ses1,0.031587747137097444,0.015426398137755381,0.011564391738345168,0.018336051395475023,-0.015689365390515488,-0.0021980860517919355,-0.02093912884888069,-0.019204064465710814,0.004927204061577435,0.004444763172915424,-0.00035079959755179255,-0.00464657969497156,0.019063533220915252,0.008479501499860546,-0.011354268276192712,-0.007088256303611561,0.003177597338392914,0.0013498284697896644,0.005997861604045279,0.002416088391928295,-0.0069927658128358244,-0.002061058227308844,0.0009520564411847999,-0.0016374445013271066,-0.004685000535010488,0.01258923245249676,-0.009605448051980464,-0.0012049330021210653,0.000869812723476439,0.00041021457275289004,0.0052269328726671505,-0.007935817367394302,0.006411849245995368,0.0002894541628816877,-0.0009636349551527838,0.0023687088298150216,0.001117639917158064,-0.006384310717162533,-0.0016644335438417129,-0.00044118930159292547,-0.0034332488500944487,0.001329098850266115,0.007691041049010525,-0.0018470247500151549,0.0006137842239525298,0.0007557663216541257,0.005709522124484107,-2.0019232139480567e-05,0.0017399901217197583,-0.0003979895782339465,0.0010965087507631627,-0.004371737126584725,0.005302772339459552,-0.0019339137222681808,-0.0003041571689484911,0.0011709542895048382,0.0023030742320145426,-0.0034964554596294693,-0.0062831333235476424,-0.0039047026704869185,0.0007114705997442304,0.0011632588217889226,-0.0035334557628115145,-0.0014810260989195187,0.006499257812944899,-0.002558717727243983,0.003112414306991198,-0.0008679259414477746,0.004409929209127703,0.0022321255333345416,0.0004960765528909799,0.000650764417438203,0.0009956564723517585,-0.0024210546580362476,0.0012399745957865102,-0.002076973886254781,0.002653269831127599,-0.0026064265411196975,0.0021015130060467913,-0.000623307816056308,-0.0009239133472079262,0.0009247297153894935,0.002417102035183838,0.0007607645056116111,0.0004979879600798207,-0.0017454546143438868,0.00035773023605386244,0.00035888507337564424,0.0007557724339582752,-3.375265297450613e-05,0.0012834036612981016,0.0002939177678103065,-0.0024408745128645993,0.00015031807570499507,1.5685505342703796e-05,0.00107557012877812,0.00011067054839332601,0.0012494897693822882,-0.0003828909083864713,0.00015179017839485193,0.0005961586431651868,0.00016905387668967472,-0.0004910225080322834,-0.0003687851310584754,-0.0002526989239984364,0.00029717703984185353,-0.00021038068913733962,-0.0002004220527106321,2.7684958443474777e-05,6.316313258676167e-32,-1.0263289544514966e-32,-1.4753756126344437e-33
NT082_ses1,-0.05312580261002363,-0.010645062133254233,-0.017416820573225147,0.017069003302220512,-0.020386613383386782,0.005620801257887821,0.012396415894661065,0.001319052261379141,-0.012183280437118114,0.013566522001381016,-0.0060861307196268324,-0.006798023202086669,-0.00040802258569637006,0.0043335298584063564,0.006588183042306036,-0.002638137028007636,-0.0032401349137546275,-0.0021463282802699924,-0.0013309870755317068,0.0009515272485501682,-0.012349761920069768,0.0035725880741254777,-0.003947452798801232,0.00391924409695028,-0.005822847018253168,0.012262732088896305,0.006363539107065267,0.007600289443545766,0.001289382399122207,0.005980219449557097,-0.004044125748792989,0.0003836773416410422,-0.0019320253656881698,0.004995940892588279,-0.010839225656990024,0.003424992264248939,0.005148250691298507,-0.006196987093414401,0.003943821467343204,-0.001618637682465334,0.0048847944219714105,0.0037681295792325524,-0.0071794831432446206,-0.004036032410424658,-0.0021704646497769553,0.0016707057723264749,-0.005357962814410334,-0.006688024670565758,0.001806252416772623,-0.00019574055724539367,-0.008068772266329603,-0.0006457812729533622,0.00030023284770541703,-0.0003577264943337677,-0.0027422017121068176,0.005068754142415863,-0.0001082079011003976,-0.0002730106467409599,-0.000351352522727993,0.003809817103669635,0.0018958772513465664,0.000544120655580771,-0.0011009279635736018,0.0032998562813484115,-0.0007493938889495231,-0.0031545192708371623,-0.0009704018293757663,-0.0005861838416131323,-0.0016522082073495976,-5.0644607274392846e-05,-0.0016202690540888878,0.0013431823274740577,0.0018746983501628448,-0.004213748856858083,-0.0006751912321828064,0.001005698848009818,0.0023796291107322817,0.0020101104047805154,-0.0006464013743444872,0.0021431044221091582,-0.0020547566252602147,0.000576679051385595,-7.39805224767862e-05,-0.0023437551041601188,-0.0021057420588320697,7.100422912970574e-05,0.002003779097809637,-0.0016137730257646582,0.00022163834829732357,-0.0006397860570861701,0.0003911342175185138,0.0005250566605902478,-0.0010396443409314508,-0.0005836650912936569,-0.001753912197045541,-0.0003009792930160981,0.0006262750065650872,0.0006198399107717882,-0.0007773620686106593,0.00039665459139215256,0.00035883297288905194,0.00025546745612618554,-0.00018343819186585213,-0.000293700952578991,-0.00011642776143010007,0.00012829963205377435,-0.000580772306473951,-0.0003173929028776514,-4.172569826998178e-05,-5.16789266618959e-32,-5.844373212848801e-33,-4.204820496008165e-33
NT087_ses1,0.008700579600187271,-0.052466326449356435,0.010291122847212977,0.002325442387327757,-0.0034905308144461094,0.00019221347804878846,0.001371612254669249,0.004268799911265005,0.001359726308316467,-0.007301523009786913,0.012473244913581047,0.011906204207072791,0.005123641788849073,0.007404971938151002,0.003586466927107697,-0.012665399599451578,-0.0033358286686406063,0.004919854615821585,-0.013455051540159248,-0.0013055682646974716,0.009195185383690995,0.00020858561986700566,0.0037590099672528835,0.003203736433666651,-0.0025502707194523465,-0.004437957628039403,-0.002408804967065069,0.006173078877680294,0.0002874311496030443,-0.006084799044696346,0.010593916077876608,0.003953768574282393,0.00820750384864665,-0.005029294729280411,-0.005486169454715861,-0.0037099861151472903,0.002865315769349171,0.00039695391742979703,-0.0058843640059425915,-0.0051473988032840695,0.00400652137681204,-0.0033982324935079525,-0.005256297937243187,-0.0012373482108139708,-0.003893737221265465,-0.0008899223146755512,0.003253867648230398,0.001048158619919799,-0.0023439865096518985,-0.0028796139453758783,-0.0010997978426099649,0.002529521803459897,0.006766252479290041,0.0010628190780745221,-0.0014651463228639598,0.002456397865072743,-0.0018627971008392647,-0.0007941618245695195,0.001426611664842668,-0.0019857468527093402,-0.002645412635489907,-0.0006292385832515603,0.002823255675146689,0.0016272213616110056,0.004887969163869415,-0.005255836984743435,-0.003651920013883803,0.00049051360016526,-0.00239422745612485,-0.0015540113950892516,0.0027946038366970967,-0.003921506598714953,-0.0031425224218007627,-0.00019834859190290843,-0.004632883602374652,0.0012826231730059228,0.0024339199023585313,-0.00035929733723447294,0.00011398380971698809,0.0018057809738710215,-0.001053588833746051,0.001681335544481899,0.0005626756925560781,-4.573469713669116e-05,0.0024266939102486444,-0.0002835847690333594,-0.0014452245595083324,0.0001044371516292716,0.0015449549350416386,-3.1195310919000644e-05,-0.0012537979686238186,0.0022057814236220094,0.000442011355328557,0.0004327488179843258,-0.001387052247309384,-0.0010389630658932726,-0.00043149175179509237,-0.0010084687590914347,-0.0001630887298840701,-0.0009073586070466823,0.0005486670938770475,0.0007452756444933672,0.0002417836162384926,2.2154969672563353e-05,-0.0004092604087702161,0.00027987636385441353,3.3405028734970786e-05,-3.595878744907978e-05,-0.00019227690741235336,-4.4860179394006864e-32,-9.503045874550895e-33,1.586028783582027e-33
NT088_ses1,-0.012604861892117965,0.01575627936975986,-0.020097118725089895,-0.010126795360368524,0.010584921630650525,-0.005628431183297602,-0.014330771654460008,0.016753961063034208,0.01143086187734895,-0.0026559450578398807,-0.00680014125016563,-0.004358002043907639,0.0001802310017202807,-0.007937069135128781,0.006952646056180065,0.001758000815576357,0.000808847190808425,0.002581838537173604,-0.0015127080020505418,-0.012233988179277712,0.0022093255442528115,-0.013460045739507442,0.00046717987046743155,0.004467572308138977,0.007836025054031814,-0.0016893605740132761,-0.000736317510654111,-0.011167702469598195,-0.0009675827619415595,-0.007135504839059805,0.0032215157768650015,-0.006435358231396507,0.009082645965927689,0.0006512838361309796,-0.004575721038024518,-1.8934978865594526e-05,0.009099076211055995,-0.005352259524894472,0.0013759246502689337,0.0032653118792568755,-0.0031464784898204163,0.0037604464591422713,0.001396430615110829,-0.0034411823318037118,-0.004570245938095913,-0.006675529739840435,-0.004668632662981106,3.093662736939751e-05,0.007839068095393819,-0.0007015116740357823,-0.004889680344803774,0.0033993345825352405,-0.0001772695536753596,-0.0008672250732232968,-0.003874599468212691,0.0007422599701735047,0.0024085193329220506,-0.0011894030003591434,-0.001203036852238792,0.0005317787497100034,-0.003330677008919112,0.0010411936614440455,0.0004610244436725474,-0.001291843510684545,0.0019002683704151997,0.0039121175874810765,-0.003320350679690628,-0.0027822878893600275,-0.003879252401102981,0.0026642470501861987,-0.0008088609558764739,0.0007454972089737166,-0.0015072510621832315,0.00266570527903536,-0.0012298829944547764,-0.003628036308179246,-0.0004160424636761098,0.00499604437846019,0.0007614406004066892,4.098013554042e-05,0.0015338014829907355,0.0012572620861020835,0.0017723793596788888,-0.001207060612571443,-0.00025741851859712627,0.0014626316534549358,-0.0007977831294428719,0.0007042167057007249,0.00014023958396980883,0.0011806925177415572,0.0010839884130744019,-0.00023678265497976525,-5.2287900521129226e-05,-0.00031557550620771747,0.0010350041653456154,0.0011115369151539346,-1.8624575239527846e-05,0.0006366393539105289,0.0006201145578299903,0.0001822109146019155,-0.000387183777268041,0.0005814404196016557,-1.28678950459263e-05,-0.0003239111668228192,3.730937469073315e-05,0.0005623082532464976,0.0001148014309604028,-6.0250879764632226e-06,-4.7861688331867234e-05,-7.177628703041098e-33,-6.462071194694608e-33,-1.3278380513709993e-33
NT090_ses1,-0.028226504600297873,0.01916357191779419,0.010129773179861214,-0.0001864814726926657,0.002256991619924476,0.022280064186385506,-0.008861417588639528,0.00465263942780393,-0.006058133186942874,0.003934049704366039,0.0038111454873473276,0.008685548771644345,0.0006820052102942412,0.003996002048844183,0.0022367603409986932,0.007053560970382758,0.006515832214798792,-0.0013269964137305628,0.004394694548650331,0.0015094822302626557,0.006064618811877278,0.00561070464316966,0.0019665337559203327,0.0014295391916126694,-0.00249825975401289,-0.00014860974353543362,0.009415135647271986,0.007532736814396484,-0.0002161157111233098,0.0013071853834653387,0.0021220215348432716,-0.0027592396864509336,-0.0035995786136532025,0.00037176129259021044,0.0023036450292795935,-0.002811159899256977,-0.004454374681555832,-0.0005192126997836951,0.0003105401942526353,0.0017465703255350872,-0.0011636164828305437,-0.001862596520857874,0.0010057983680559122,0.0006342723091581046,0.0045931321003823775,-0.00021936165655006806,-0.0004213880154617011,0.003236351226274794,0.0028835336478462265,0.0028901129450369253,-0.0003365841739907889,-0.001124674310022073,0.0018895480906153282,0.0011026870513314794,-0.004973638194215721,-0.0014111005029030545,-0.002937779353205323,-0.001983241985695615,-0.0014036852995378977,-1.2826134589011608e-05,-0.0016108601830752258,1.0065371819074715e-05,0.0021730325469661808,-0.0016141801316690893,0.00044491780648992554,2.075552857364893e-05,-0.001678022341217807,0.0015241178819238516,0.0030224093444768747,-0.004960464883934514,-0.0012067897038583943,0.00040789438597684354,-0.0010619419198078745,0.00339023390164554,0.0004169357968735692,-0.001839231738663926,-0.0012723072656642559,0.0017979713654234111,0.0011842314046502664,0.0034919437003456317,0.0023956278479301198,0.0031555028896364475,0.003574619273519702,0.0009601094113615387,-0.0006706694288178042,0.0010424057188079172,-0.0024390234341596364,-0.00042559615303340424,0.0023130298178691486,0.00046418754134382124,0.003023950498799872,-0.00024362263807648342,-0.0015908846477447932,-0.002459692016747796,-0.0031779863378583436,-0.0014280271695037746,0.005525791433003446,0.0007673062925585335,0.0014889419566556023,0.0013169951552762617,-0.0008658999680424247,0.0005096373970842922,-0.0009122150512913718,0.0020598236649389664,-0.0017814933747672076,-0.00021505447170860027,-0.002343745080448813,-0.00031976075345957136,0.00034439393319082786,-1.1484205924865757e-32,-8.837832663332332e-33,8.944464651596314e-34
NT093_ses1,-0.0011057609371885409,0.0021303721444862096,0.016794119837248492,0.010364859806059064,0.020639287220387943,-0.008901644240577444,0.0008265540841813272,-0.016754147818596125,0.0032069652356303464,0.011105250075871048,0.0019753879084368656,-0.0029321858659711827,-0.003499171094566331,0.00039658642534482044,0.00430751652048281,0.0035582496052627088,-0.002571552620966389,-0.0001640601434120741,-0.0036955198263685434,-0.0041513480406816785,-0.0021916829573725427,0.004932890042679105,-0.01263385982728207,-0.00304676643706055,-0.00032396003881914547,0.0006781705376132176,0.005460238109675797,-0.001029711996933679,-0.0016282107317559088,-0.001137967462007777,0.0016487657510499579,0.0018446770801531006,-0.0026941658423745444,-0.004141564303617438,0.0008331055645773773,0.00046192025188860003,-0.001007968681108038,0.0009090265582049618,-0.00042103722868361054,-0.0014541583135819949,0.0013847579464216705,-0.0009597555929283217,0.0021206520929030067,0.0018947459058052784,0.0011499233425213134,-0.0032151956572430067,-0.0005764092212686473,0.0011727771028651203,0.0010182861324685183,0.0035221304194891453,0.00029185358723691416,0.0024980177259370704,0.0008234708196202461,0.0025412595101780328,0.000793782496861717,-0.0005105896393467497,0.0013248730796943757,9.366483503359487e-05,0.0013911233048089424,0.00041898181345809707,0.0014282240027471797,0.0013698429077665484,-0.0010314339838525036,0.00017086660778434386,-0.0007216428612520471,-0.0009494648035913707,-0.002282172304525067,-0.0010894888179951985,0.0003727803886915082,0.00022418415835825516,0.0010617357488326862,-0.0004857970206267672,0.0017432164547274702,-0.001590433801485215,-9.503569526259235e-05,-0.0003217887523306566,0.0035222196538163115,-0.00031146253732647924,0.0002823513474130491,-0.0015679512183817707,0.0019255990460855896,0.00048532224316285763,0.0011686356962698169,-0.0004282851016807575,-0.00029434874501860225,0.0005318521373205196,-0.0005869347992792043,-0.00022869296719189579,0.00010774843582727179,0.0007024625356752426,-9.779233593061564e-05,-0.0011273823692950094,0.0005193425738418347,-0.0007868351288339453,0.00104966115795661,0.002413788945412347,-7.045154957861155e-05,0.00037035661979405176,0.0011126114822203668,-0.002022709717248994,0.000732318841997941,0.0010917361415236876,0.0013545940273975287,0.0004237007431386366,-0.0009558092851668943,8.756059312257033e-05,-0.000976113204154234,-0.0024541797623751998,-0.007082429050788438,-1.7082756313237812e-31,-2.8699198541143704e-32,1.3573455636236882e-32
